BlanceBlanceBlance	0.33	0.33	0.33
A_dominance	1	0	0
B_dominance	0	1	0
C_dominance	0	0	1
A_supressed	0	0.5	0.5
B_supressed	0.5	0	0.5
C_supressed	0.5	0.5	0
1	0.158103	0.197515	0.644381
2	0.73235	0.105829	0.161821
3	0.244735	0.206134	0.549132
4	0.372363	0.388374	0.239263
5	0.832832	0.0640856	0.103082
6	0.274916	0.613513	0.111571
7	0.43268	0.345772	0.221548
8	0.333333	0.333333	0.333333
9	0.483688	0.111066	0.405246
10	0.20699	0.577676	0.215334
11	0.19013	0.417521	0.392349
12	0.315793	0.304928	0.379279
13	0.333333	0.333333	0.333333
14	0.408685	0.231343	0.359973
15	0.149896	0.155509	0.694595
16	0.333333	0.333333	0.333333
17	0.19051	0.620157	0.189333
18	0.333333	0.333333	0.333333
19	0.303355	0.632479	0.0641663
20	0.369953	0.283563	0.346485
21	0.45248	0.112493	0.435027
22	0.634029	0.347142	0.0188289
23	0.307835	0.461442	0.230723
24	0.417345	0.388693	0.193961
25	0.32407	0.351861	0.32407
26	0.333333	0.333333	0.333333
27	0.11912	0.0516312	0.829249
28	0.79531	0.0820268	0.122663
29	0.334588	0.29046	0.374952
30	0.301312	0.301312	0.397376
31	0.277891	0.395094	0.327015
32	0.348071	0.348299	0.30363
33	0.329192	0.341616	0.329192
34	0.323217	0.3505	0.326283
35	0.285334	0.264366	0.4503
36	0.822702	0.108457	0.0688407
37	0.699817	0.0606037	0.239579
38	0.16014	0.312281	0.527579
39	0.349995	0.269311	0.380694
40	0.211291	0.496426	0.292283
41	0.169917	0.482027	0.348056
42	0.290037	0.529078	0.180884
43	0.295124	0.406316	0.29856
44	0.442904	0.115802	0.441295
45	0.247976	0.561787	0.190237
46	0.609036	0.0817087	0.309256
47	0.333333	0.333333	0.333333
48	0.333333	0.333333	0.333333
49	0.312575	0.19899	0.488435
50	0.450699	0.274651	0.274651
51	0.33132	0.342726	0.325954
52	0.509319	0.170671	0.32001
53	0.333333	0.333333	0.333333
54	0.323938	0.314019	0.362043
55	0.0234359	0.0216978	0.954866
56	0.722474	0.127209	0.150317
57	0.35092	0.132952	0.516129
58	0.0421527	0.615843	0.342005
59	0.112729	0.686255	0.201016
60	0.299188	0.351275	0.349537
61	0.501608	0.165725	0.332667
62	0.333333	0.333333	0.333333
63	0.333333	0.333333	0.333333
64	0.331354	0.331354	0.337293
65	0.30179	0.424785	0.273425
66	0.0667606	0.434463	0.498776
67	0.322982	0.307742	0.369275
68	0.197255	0.504373	0.298372
69	0.327821	0.353098	0.31908
70	0.422257	0.415069	0.162674
71	0.369929	0.324225	0.305846
72	0.107286	0.62397	0.268744
73	0.35194	0.308962	0.339098
74	0.318975	0.318975	0.362049
75	0.338205	0.258649	0.403146
76	0.370459	0.236066	0.393475
77	0.333333	0.333333	0.333333
78	0.569048	0.191292	0.23966
79	0.377594	0.404031	0.218374
80	0.545927	0.0901454	0.363928
81	0.196417	0.353757	0.449826
82	0.220305	0.364488	0.415207
83	0.825753	0.0817963	0.0924505
84	0.747617	0.15286	0.0995229
85	0.357304	0.325515	0.317181
86	0.385395	0.308059	0.306546
87	0.308845	0.350269	0.340885
88	0.187357	0.252305	0.560339
89	0.314294	0.340339	0.345367
90	0.418327	0.409738	0.171936
91	0.343082	0.473689	0.18323
92	0.0721577	0.867698	0.0601445
93	0.333333	0.333333	0.333333
94	0.325675	0.343825	0.3305
95	0.333333	0.333333	0.333333
96	0.481906	0.282519	0.235575
97	0.11886	0.457119	0.424021
98	0.356465	0.321768	0.321768
99	0.333333	0.333333	0.333333
100	0.333333	0.333333	0.333333
101	0.194551	0.307843	0.497606
102	0.662659	0.284823	0.0525183
103	0.24666	0.110751	0.642588
104	0.252019	0.396015	0.351966
105	0.373729	0.326305	0.299966
106	0.206352	0.378289	0.415359
107	0.311666	0.311666	0.376667
108	0.419628	0.287487	0.292885
109	0.376661	0.31167	0.31167
110	0.352563	0.329197	0.31824
111	0.308414	0.212627	0.478959
112	0.343415	0.25736	0.399225
113	0.868523	0.100838	0.0306386
114	0.0929411	0.561599	0.34546
115	0.369269	0.315366	0.315366
116	0.318155	0.312809	0.369036
117	0.333333	0.333333	0.333333
118	0.373881	0.377781	0.248337
119	0.286402	0.389941	0.323657
120	0.385345	0.272649	0.342006
121	0.336739	0.328865	0.334396
122	0.333333	0.333333	0.333333
123	0.357605	0.272521	0.369873
124	0.325456	0.223317	0.451228
125	0.0987508	0.392646	0.508603
126	0.520216	0.324318	0.155466
127	0.229138	0.189163	0.581699
128	0.328536	0.328536	0.342928
129	0.333333	0.333333	0.333333
130	0.230838	0.202247	0.566915
131	0.471847	0.365264	0.162889
132	0.57485	0.256488	0.168661
133	0.532396	0.238806	0.228798
134	0.141252	0.302006	0.556742
135	0.578719	0.0310022	0.390279
136	0.542812	0.0855207	0.371668
137	0.33864	0.359631	0.301729
138	0.423385	0.273457	0.303158
139	0.324911	0.350178	0.324911
