Triads,TPMA,TPMB,TPMC
Mhu04Ag10460_Mhu04Bg09610_Mhu04Cg05650,2.56835,3.47997,2.4082
Mhu04Ag10540_Mhu04Bg09650_Mhu04Cg05610,40.7751,2.33333,33.1748
Mhu04Ag10550_Mhu04Bg09660_Mhu04Cg05600,2.33333,2.33333,2.33333
Mhu04Ag10630_Mhu04Bg09740_Mhu04Cg05570,2.33333,2.33333,2.33333
Mhu04Ag10810_Mhu04Bg09840_Mhu04Cg05490,407.3,199.935,61.0292
Mhu04Ag10860_Mhu04Bg09860_Mhu04Cg05440,31.1454,3.21918,8.94107
Mhu04Ag10950_Mhu04Bg09980_Mhu04Cg05330,9.49952,3.19044,3.7225
Mhu04Ag11000_Mhu04Bg10030_Mhu04Cg05290,2.77901,2.33333,3.54954
Mhu04Ag11010_Mhu04Bg10040_Mhu04Cg05280,7.8551,3.17529,4.04999
Mhu04Ag11030_Mhu04Bg10060_Mhu04Cg05270,2.59525,3.53873,2.85127
Mhu04Ag11040_Mhu04Bg10070_Mhu04Cg05260,30.4742,13.9174,16.5541
Mhu04Ag11160_Mhu04Bg10170_Mhu04Cg05220,4.218,7.45582,3.87113
Mhu04Ag11210_Mhu04Bg10230_Mhu04Cg05150,61.7226,156.312,14.1053
Mhu04Ag11370_Mhu04Bg10330_Mhu04Cg05060,15.3759,14.1907,10.3022
Mhu04Ag11420_Mhu04Bg10430_Mhu04Cg04950,5.06465,3.94192,2.33333
Mhu04Ag11440_Mhu04Bg10450_Mhu04Cg04930,2.33333,2.33333,2.33333
Mhu04Ag11450_Mhu04Bg10460_Mhu04Cg04920,3.56185,3.66387,3.22488
Mhu04Ag11470_Mhu04Bg10490_Mhu04Cg04900,2.33333,9.73125,8.07374
Mhu04Ag11490_Mhu04Bg10520_Mhu04Cg04870,12.595,11.4489,6.3718
Mhu04Ag11520_Mhu04Bg10590_Mhu04Cg04850,10.1183,31.2016,18.6453
Mhu04Ag11560_Mhu04Bg10610_Mhu04Cg04820,10.6835,4.81075,7.80498
Mhu04Ag11580_Mhu04Bg10630_Mhu04Cg04800,19.0907,30.4581,12.8911
Mhu04Ag11590_Mhu04Bg10640_Mhu04Cg04790,11.0845,5.34387,3.02762
Mhu04Ag11740_Mhu04Bg10750_Mhu04Cg04720,3.27903,2.71501,8.86894
Mhu04Ag11760_Mhu04Bg10760_Mhu04Cg04710,2.59619,2.46653,9.62245
Mhu04Ag11830_Mhu04Bg10800_Mhu04Cg04670,3.02126,2.33333,2.33333
Mhu04Ag11850_Mhu04Bg10830_Mhu04Cg04650,2.40515,2.33333,2.33333
Mhu04Ag11880_Mhu04Bg10840_Mhu04Cg04630,4.74944,2.33333,2.33333
Mhu04Ag12050_Mhu04Bg10970_Mhu04Cg04510,5.36612,7.643,2.42459
Mhu04Ag12100_Mhu04Bg11020_Mhu04Cg04490,3.13269,2.36085,4.10752
Mhu04Ag12110_Mhu04Bg11010_Mhu04Cg04480,5.27895,3.85406,4.8581
Mhu04Ag12120_Mhu04Bg11000_Mhu04Cg04470,20.0635,9.40589,2.33333
Mhu04Ag12140_Mhu04Bg10990_Mhu04Cg04440,2.43441,5.49666,3.61136
Mhu04Ag12230_Mhu04Bg11050_Mhu04Cg04380,6.82332,19.4596,8.9539
Mhu04Ag12240_Mhu04Bg11060_Mhu04Cg04370,2.33333,13.5513,20.4007
Mhu04Ag12260_Mhu04Bg11100_Mhu04Cg04330,193.455,124.186,148.618
Mhu04Ag12340_Mhu04Bg11150_Mhu04Cg04270,6.88062,7.88676,9.9967
Mhu04Ag12460_Mhu04Bg11200_Mhu04Cg04200,2.4108,2.33333,2.33333
Mhu04Ag12470_Mhu04Bg11220_Mhu04Cg04190,5.96392,7.65279,19.821
Mhu04Ag12510_Mhu04Bg11240_Mhu04Cg04160,20.7903,24.5916,21.6814
Mhu04Ag12530_Mhu04Bg11260_Mhu04Cg04150,2.33333,2.51115,2.33333
Mhu04Ag12560_Mhu04Bg11280_Mhu04Cg04140,27.5942,68.0135,28.4749
Mhu04Ag12590_Mhu04Bg11300_Mhu04Cg04100,2.67016,2.33333,2.6296
Mhu04Ag12600_Mhu04Bg11310_Mhu04Cg04090,9.06684,45.2318,2.33333
Mhu04Ag12650_Mhu04Bg11330_Mhu04Cg04010,2.33333,4.75247,2.33333
Mhu04Ag12710_Mhu04Bg11400_Mhu04Cg03970,4.48984,2.78388,4.62444
Mhu04Ag12730_Mhu04Bg11450_Mhu04Cg03910,8.25948,2.33333,2.33333
Mhu04Ag12860_Mhu04Bg11540_Mhu04Cg03840,2.33333,2.33333,2.33333
Mhu04Ag12920_Mhu04Bg11580_Mhu04Cg03820,2.83995,3.06176,4.27997
Mhu04Ag12970_Mhu04Bg11610_Mhu04Cg03790,22.2245,60.7387,32.0919
Mhu04Ag13000_Mhu04Bg11640_Mhu04Cg03760,2.37229,2.97532,2.41308
Mhu04Ag13020_Mhu04Bg11650_Mhu04Cg03740,4.0988,57.5205,3.10762
Mhu04Ag13060_Mhu04Bg11680_Mhu04Cg03670,3.1006,2.40862,2.39626
Mhu04Ag13140_Mhu04Bg11740_Mhu04Cg03610,77.1393,11.9068,2.33333
Mhu04Ag13150_Mhu04Bg11750_Mhu04Cg03600,6.41637,2.33333,14.0372
Mhu04Ag13210_Mhu04Bg11770_Mhu04Cg03550,6.5593,7.00197,18.2256
Mhu04Ag13300_Mhu04Bg11850_Mhu04Cg03410,14.8479,14.0967,7.05519
Mhu04Ag13310_Mhu04Bg11920_Mhu04Cg03380,2.33333,2.33333,2.33333
Mhu04Ag13320_Mhu04Bg11930_Mhu04Cg03370,4.38644,11.1527,2.60823
Mhu04Ag13340_Mhu04Bg11950_Mhu04Cg03330,4.70551,3.79678,2.33333
Mhu04Ag13400_Mhu04Bg11980_Mhu04Cg02990,4.08799,2.39676,2.59076
Mhu04Ag13450_Mhu04Bg11990_Mhu04Cg03000,11.1583,8.71207,9.15494
Mhu04Ag13460_Mhu04Bg12010_Mhu04Cg03010,5.25286,7.88316,5.16491
Mhu04Ag13470_Mhu04Bg12020_Mhu04Cg03020,2.89939,5.62293,3.74481
Mhu04Ag13500_Mhu04Bg12040_Mhu04Cg03070,3.9799,2.33333,3.10143
Mhu04Ag13530_Mhu04Bg12070_Mhu04Cg03100,14.4974,4.45757,27.6352
Mhu04Ag13550_Mhu04Bg12100_Mhu04Cg02950,4.9131,4.83911,5.81888
Mhu04Ag13690_Mhu04Bg12200_Mhu04Cg03240,2.59561,2.33333,2.37306
Mhu04Ag13740_Mhu04Bg12240_Mhu04Cg03180,6.46644,24.6405,9.69127
Mhu04Ag13860_Mhu04Bg12290_Mhu04Cg02920,2.46146,2.33333,2.4399
Mhu04Ag13940_Mhu04Bg12340_Mhu04Cg02850,5.06565,3.69032,7.21856
Mhu04Ag14040_Mhu04Bg12360_Mhu04Cg02830,16.6564,4.9586,5.65885
Mhu04Ag14070_Mhu04Bg12390_Mhu04Cg02820,2.33333,2.33333,2.33333
Mhu04Ag14110_Mhu04Bg12450_Mhu04Cg02780,2.99935,3.29719,47.8948
Mhu04Ag14180_Mhu04Bg12570_Mhu04Cg02760,5.82987,5.94767,5.23187
Mhu04Ag14380_Mhu04Bg12640_Mhu04Cg02680,10.6032,8.99458,9.70976
Mhu04Ag14740_Mhu04Bg12760_Mhu04Cg02590,2.33333,2.39569,2.8063
Mhu04Ag14860_Mhu04Bg12840_Mhu04Cg02510,2.33333,2.33333,2.33333
Mhu04Ag15660_Mhu04Bg13070_Mhu04Cg02220,21.0138,5.24332,31.7028
Mhu04Ag15670_Mhu04Bg13090_Mhu04Cg02210,26.8439,6.49889,2.47742
Mhu04Ag15760_Mhu04Bg13130_Mhu04Cg02120,23.9004,175.299,123.383
Mhu04Ag15770_Mhu04Bg13140_Mhu04Cg02110,18.1512,2.81488,13.2243
Mhu04Ag15780_Mhu04Bg13150_Mhu04Cg02100,2.33333,2.33333,2.33333
Mhu04Ag15870_Mhu04Bg13350_Mhu04Cg01990,44.8582,71.003,165.826
Mhu04Ag15940_Mhu04Bg13420_Mhu04Cg01970,5.64935,3.90239,4.00859
Mhu04Ag16170_Mhu04Bg13640_Mhu04Cg01860,2.33333,2.33333,2.33333
Mhu04Ag16450_Mhu04Bg13770_Mhu04Cg01700,2.33333,2.33333,2.33333
Mhu04Ag17160_Mhu04Bg14360_Mhu04Cg01380,13.59,12.4588,23.7828
Mhu04Ag17270_Mhu04Bg14550_Mhu04Cg01270,47.9564,16.0131,15.4822
Mhu04Ag17390_Mhu04Bg14670_Mhu04Cg01230,3.3156,3.81778,3.14853
Mhu04Ag17700_Mhu04Bg14940_Mhu04Cg01020,3.10551,2.33333,5.76194
Mhu04Ag17840_Mhu04Bg15110_Mhu04Cg00890,2.33333,2.33333,2.43966
Mhu04Ag17930_Mhu04Bg15230_Mhu04Cg00830,5.27716,4.03102,9.35057
Mhu04Ag18010_Mhu04Bg15410_Mhu04Cg00640,278.771,12.7533,34.649
Mhu04Ag18020_Mhu04Bg15430_Mhu04Cg00620,24.7382,5.84416,25.7538
Mhu04Ag18080_Mhu04Bg15510_Mhu04Cg00530,2.33333,2.33333,46.4533
Mhu04Ag18120_Mhu04Bg15540_Mhu04Cg00520,2.33333,3.21656,2.51296
Mhu04Ag18480_Mhu04Bg15560_Mhu04Cg00380,14.8134,22.51,11.7643
Mhu04Ag18630_Mhu04Bg15590_Mhu04Cg00190,2.68189,2.82924,2.36942
Mhu04Ag18760_Mhu04Bg15630_Mhu04Cg00090,2.80546,3.70823,3.49458
Mhu05Ag00090_Mhu05Bg13640_Mhu11Cg04250,19.4278,15.3088,2.33333
Mhu05Ag00220_Mhu05Bg13740_Mhu05Cg03540,2.33333,2.33333,2.33333
Mhu05Ag00310_Mhu05Bg13310_Mhu05Cg03330,2.81494,4.72263,4.24427
Mhu05Ag00350_Mhu05Bg13240_Mhu05Cg03230,21.9605,2.33333,8.73736
Mhu05Ag00390_Mhu05Bg13190_Mhu05Cg03160,8.23897,7.42487,4.32173
Mhu05Ag00400_Mhu05Bg13220_Mhu05Cg03130,31.459,2.33333,91.0828
Mhu05Ag00460_Mhu05Bg13150_Mhu05Cg03100,2.33333,2.33333,2.33333
Mhu05Ag00470_Mhu05Bg13140_Mhu05Cg03090,2.86305,11.0573,13.6113
Mhu05Ag00480_Mhu05Bg13130_Mhu05Cg03080,2.33333,2.33333,2.33333
Mhu05Ag00500_Mhu05Bg13110_Mhu05Cg03060,34.7168,2.33333,65.2015
Mhu05Ag00520_Mhu05Bg13060_Mhu05Cg02990,2.33333,2.33333,2.33333
Mhu05Ag00560_Mhu05Bg13000_Mhu05Cg02940,20.9392,8.16175,7.5296
Mhu05Ag00570_Mhu05Bg12990_Mhu05Cg02930,2.8744,2.33333,2.33333
Mhu05Ag00610_Mhu05Bg12980_Mhu05Cg02890,2.51384,2.33333,2.37443
Mhu05Ag00630_Mhu05Bg12960_Mhu05Cg02880,2.33333,2.33333,2.33333
Mhu05Ag00640_Mhu05Bg12950_Mhu05Cg02870,5.72103,14.1437,4.20231
Mhu05Ag00660_Mhu05Bg12920_Mhu05Cg02850,9.70969,16.1014,7.06579
Mhu05Ag00710_Mhu05Bg12900_Mhu05Cg02800,14.2583,7.78554,8.09805
Mhu05Ag00720_Mhu05Bg12890_Mhu05Cg02790,11.003,5.29366,8.96859
Mhu05Ag00730_Mhu05Bg12880_Mhu05Cg02780,8.79228,11.4578,12.8201
Mhu05Ag00750_Mhu05Bg12850_Mhu05Cg02770,30.6653,19.4894,70.9554
Mhu05Ag00760_Mhu05Bg12830_Mhu05Cg02760,2.56158,10.2076,4.65971
Mhu05Ag00790_Mhu05Bg12790_Mhu05Cg02740,2.33333,5.94076,3.49599
Mhu05Ag00800_Mhu05Bg12770_Mhu05Cg02720,28.792,529.099,98.3479
Mhu05Ag00840_Mhu05Bg12710_Mhu05Cg02660,24.3723,186.733,198.311
Mhu05Ag00860_Mhu05Bg12690_Mhu05Cg02640,45.2707,20.784,2.33333
Mhu05Ag00880_Mhu05Bg12670_Mhu05Cg02620,2.50559,2.33333,2.33333
Mhu05Ag00900_Mhu05Bg12660_Mhu05Cg02610,2.33333,2.50914,2.33333
Mhu05Ag00950_Mhu05Bg12600_Mhu05Cg02570,24.0861,13.3757,65.7204
Mhu05Ag00970_Mhu05Bg12560_Mhu05Cg02540,2.33333,2.33333,2.33333
Mhu05Ag01000_Mhu05Bg12500_Mhu05Cg02520,8.19846,20.1775,63.9285
Mhu05Ag01140_Mhu05Bg12380_Mhu05Cg02430,2.52861,18.7087,27.593
Mhu05Ag01160_Mhu05Bg12360_Mhu05Cg02410,6.22776,3.48111,3.1477
Mhu05Ag01210_Mhu05Bg12270_Mhu05Cg02280,39.1086,2.33333,5.81717
Mhu05Ag01220_Mhu05Bg12260_Mhu05Cg02270,5.42929,18.18,11.7555
Mhu05Ag01270_Mhu05Bg12180_Mhu05Cg02250,2.33333,2.33333,2.33333
Mhu05Ag01290_Mhu05Bg12160_Mhu05Cg02240,2.33333,10.3754,7.90479
Mhu05Ag01330_Mhu05Bg12120_Mhu05Cg02200,14.2511,16.7886,16.0495
Mhu05Ag01440_Mhu05Bg11990_Mhu05Cg02160,4.97156,5.25727,6.81398
Mhu05Ag01550_Mhu05Bg11880_Mhu05Cg02080,2.40753,7.12688,9.27673
Mhu05Ag01570_Mhu05Bg11810_Mhu05Cg02020,12.8755,8.66422,2.76754
Mhu05Ag01610_Mhu05Bg11730_Mhu05Cg01980,26.3166,5.60308,2.33333
Mhu05Ag01710_Mhu05Bg11660_Mhu05Cg01920,6.99108,9.55056,7.54872
Mhu05Ag01780_Mhu05Bg11570_Mhu05Cg01910,38.412,20.8967,29.3386
Mhu05Ag01930_Mhu05Bg11400_Mhu05Cg01780,198.067,43.0733,27.5449
Mhu05Ag01960_Mhu05Bg11390_Mhu05Cg01760,2.33333,2.33333,2.57042
Mhu05Ag01970_Mhu05Bg11380_Mhu05Cg01730,2.33333,2.33333,3.48988
Mhu05Ag01980_Mhu05Bg11350_Mhu05Cg01680,4.45932,3.48515,6.45017
Mhu05Ag02080_Mhu05Bg11290_Mhu05Cg01540,2.54247,6.7713,6.56653
Mhu05Ag02140_Mhu05Bg11190_Mhu05Cg01450,2.60743,2.41184,2.33333
Mhu05Ag02210_Mhu05Bg11080_Mhu05Cg01400,98.9492,64.5076,106.138
Mhu05Ag02270_Mhu05Bg11110_Mhu05Cg01330,3.79201,6.62039,3.32519
Mhu05Ag02370_Mhu05Bg10960_Mhu05Cg01220,21.2931,7.93597,329.576
Mhu05Ag02610_Mhu05Bg10730_Mhu05Cg01040,5.29294,2.33333,2.81316
Mhu05Ag02760_Mhu05Bg10600_Mhu05Cg00900,9.34389,5.25516,9.54987
Mhu05Ag02840_Mhu05Bg10410_Mhu05Cg00750,7.5155,8.52868,14.8195
Mhu05Ag02900_Mhu05Bg10350_Mhu05Cg00720,2.39906,3.7686,2.33333
Mhu05Ag02920_Mhu05Bg10310_Mhu05Cg00690,13.803,2.33333,16.662
Mhu05Ag02960_Mhu05Bg10270_Mhu05Cg00660,19.6128,3.4614,5.13883
Mhu05Ag03120_Mhu05Bg10160_Mhu05Cg00600,2.33333,2.33333,2.33333
Mhu05Ag03270_Mhu05Bg10080_Mhu05Cg00530,3.57986,10.0831,8.15056
Mhu05Ag03290_Mhu05Bg09790_Mhu05Cg00510,8.46521,48.3953,8.20371
Mhu05Ag03370_Mhu05Bg09860_Mhu05Cg00480,38.2101,14.2768,8.32739
Mhu05Ag03480_Mhu05Bg10010_Mhu05Cg00110,3.44897,20.7714,10.3547
Mhu05Ag03660_Mhu05Bg09680_Mhu05Cg00230,12.7995,15.8963,13.0799
Mhu05Ag03790_Mhu05Bg09590_Mhu05Cg00310,3.95549,2.33333,9.55754
Mhu05Ag04330_Mhu05Bg09070_Mhu05Cg03770,28.0689,35.1304,61.7163
Mhu05Ag04360_Mhu05Bg09040_Mhu05Cg03780,2.89148,4.63318,3.82205
Mhu05Ag04390_Mhu05Bg09010_Mhu05Cg03820,14.5702,6.71408,8.48127
Mhu05Ag04530_Mhu05Bg08940_Mhu05Cg04000,6.37105,7.44091,2.33333
Mhu05Ag04610_Mhu05Bg08890_Mhu05Cg04050,13.3535,19.3208,3.33475
Mhu05Ag04750_Mhu05Bg08820_Mhu05Cg04090,2.67172,2.38661,2.33333
Mhu05Ag04870_Mhu05Bg08700_Mhu05Cg04150,48.0152,2.42451,7.01091
Mhu05Ag04970_Mhu05Bg08610_Mhu05Cg04250,33.0922,260.471,342.635
Mhu05Ag04990_Mhu05Bg08580_Mhu05Cg04290,2.33333,2.93209,3.54616
Mhu05Ag05040_Mhu05Bg08520_Mhu05Cg04370,2.46358,2.33333,2.38405
Mhu05Ag05070_Mhu05Bg08490_Mhu05Cg04420,2.43627,4.87308,4.17715
Mhu05Ag05090_Mhu05Bg08460_Mhu05Cg04450,2.33333,2.33333,2.33333
Mhu05Ag05100_Mhu05Bg08430_Mhu05Cg04460,2.33333,2.96091,2.33333
Mhu05Ag05110_Mhu05Bg08420_Mhu05Cg04470,9.5238,11.9897,13.9864
Mhu05Ag05120_Mhu05Bg08400_Mhu05Cg04480,30.3136,28.9709,14.19
Mhu05Ag05140_Mhu05Bg08390_Mhu05Cg04490,8.9461,25.8108,15.7849
Mhu05Ag05150_Mhu05Bg08360_Mhu05Cg04520,10.4892,7.33353,9.98166
Mhu05Ag05170_Mhu05Bg08330_Mhu05Cg04540,7.25819,8.16923,9.67716
Mhu05Ag05310_Mhu05Bg08100_Mhu05Cg04630,7.50426,11.2411,38.3212
Mhu05Ag05340_Mhu05Bg08040_Mhu05Cg04670,2.33333,4.42002,3.21738
Mhu05Ag05360_Mhu05Bg08030_Mhu05Cg04680,16.7129,50.9577,5.21926
Mhu05Ag05390_Mhu05Bg08010_Mhu05Cg04710,96.5147,8.21329,6.37175
Mhu05Ag05520_Mhu05Bg07900_Mhu05Cg04780,15.0056,6.61355,6.5766
Mhu05Ag05610_Mhu05Bg07810_Mhu05Cg04830,28.5318,25.9637,25.1235
Mhu05Ag05620_Mhu05Bg07790_Mhu05Cg04840,8.23332,5.34878,4.22189
Mhu05Ag05650_Mhu05Bg07740_Mhu05Cg04880,2.5528,3.51528,4.28388
Mhu05Ag05720_Mhu05Bg07690_Mhu05Cg04910,9.52275,3.82586,5.35866
Mhu05Ag05920_Mhu05Bg07620_Mhu05Cg04960,5.57776,5.95664,5.42638
Mhu05Ag05950_Mhu05Bg07570_Mhu05Cg04980,5.31202,9.19238,2.33333
Mhu05Ag05970_Mhu05Bg07520_Mhu05Cg05010,4.28715,3.02395,4.97349
Mhu05Ag05990_Mhu05Bg07500_Mhu05Cg05040,33.0544,4.16284,15.8055
Mhu05Ag06000_Mhu05Bg07480_Mhu05Cg05050,7.50607,7.3615,8.02704
Mhu05Ag06010_Mhu05Bg07470_Mhu05Cg05060,6.24906,2.44507,2.81176
Mhu05Ag06070_Mhu05Bg07450_Mhu05Cg05110,2.78888,2.42961,3.05538
Mhu05Ag06130_Mhu05Bg07420_Mhu05Cg05130,3.76585,3.28198,3.41702
Mhu05Ag06150_Mhu05Bg07390_Mhu05Cg05160,3.39565,2.56756,2.4013
Mhu05Ag06190_Mhu05Bg07340_Mhu05Cg05200,6.73386,2.33333,2.33333
Mhu05Ag06210_Mhu05Bg07310_Mhu05Cg05210,4.81067,2.78917,4.3428
Mhu05Ag06220_Mhu05Bg07290_Mhu05Cg05230,5.81833,3.08354,6.74124
Mhu05Ag06250_Mhu05Bg07260_Mhu05Cg05250,9.77976,12.768,6.20528
Mhu05Ag06390_Mhu05Bg07170_Mhu05Cg05340,11.006,9.66672,18.5469
Mhu05Ag06410_Mhu05Bg07130_Mhu05Cg05360,2.33333,3.77393,2.44919
Mhu05Ag06420_Mhu05Bg07120_Mhu05Cg05370,47.6638,2.71213,2.84326
Mhu05Ag06460_Mhu05Bg07090_Mhu05Cg05390,2.33333,2.33333,4.96915
Mhu05Ag06480_Mhu05Bg07070_Mhu05Cg05420,2.72294,3.65042,2.33333
Mhu05Ag06560_Mhu05Bg07030_Mhu05Cg05450,13.8647,28.2849,46.0182
Mhu05Ag06600_Mhu05Bg06970_Mhu05Cg05490,44.879,19.4006,172.412
Mhu05Ag06610_Mhu05Bg06950_Mhu05Cg05500,18.233,47.3178,12.3669
Mhu05Ag06750_Mhu05Bg06780_Mhu05Cg05590,30.7206,26.7409,27.1347
Mhu05Ag06770_Mhu05Bg06770_Mhu05Cg05600,2.52925,2.96692,3.10382
Mhu05Ag06780_Mhu05Bg06760_Mhu05Cg05610,25.3387,25.8005,6.04329
Mhu05Ag06820_Mhu05Bg06730_Mhu05Cg05640,9.77703,7.94634,6.13191
Mhu05Ag06870_Mhu05Bg06680_Mhu05Cg05710,5.18275,35.846,32.9512
Mhu05Ag06890_Mhu05Bg06620_Mhu05Cg05730,2.33333,26.5243,4.25572
Mhu05Ag06910_Mhu05Bg06590_Mhu05Cg05740,10.0302,9.46777,6.99451
Mhu05Ag06920_Mhu05Bg06580_Mhu05Cg05750,54.5699,52.748,37.5612
Mhu05Ag06940_Mhu05Bg06560_Mhu05Cg05770,2.33333,2.33333,2.33333
Mhu05Ag06970_Mhu05Bg06530_Mhu05Cg05790,3.07822,100.009,5.5431
Mhu05Ag06980_Mhu05Bg06520_Mhu05Cg05800,10.0047,13.8034,13.9326
Mhu05Ag06990_Mhu05Bg06480_Mhu05Cg05830,43.6705,70.6085,40.9839
Mhu05Ag07010_Mhu05Bg06450_Mhu05Cg05840,2.6865,2.82763,2.38853
Mhu05Ag07080_Mhu05Bg06330_Mhu05Cg05900,6.0254,3.82974,2.64011
Mhu05Ag07120_Mhu05Bg06260_Mhu05Cg05930,17.387,10.0031,25.1352
Mhu05Ag07190_Mhu05Bg06210_Mhu05Cg06000,9.40643,12.6013,6.02689
Mhu05Ag07440_Mhu05Bg06030_Mhu05Cg06140,2.33333,2.33333,2.33333
Mhu05Ag07450_Mhu05Bg06020_Mhu05Cg06150,30.4587,5.9971,2.94139
Mhu05Ag07560_Mhu05Bg05950_Mhu05Cg06220,4.2915,9.03697,6.03061
Mhu05Ag07580_Mhu05Bg05930_Mhu05Cg06240,13.3478,8.49503,6.30453
Mhu05Ag07670_Mhu05Bg05790_Mhu05Cg06350,2.33333,2.33333,2.43795
Mhu05Ag07770_Mhu05Bg05720_Mhu05Cg06450,9.68493,2.60307,2.43113
Mhu05Ag07910_Mhu05Bg05710_Mhu05Cg06600,11.0341,3.17199,4.77132
Mhu05Ag07960_Mhu05Bg05640_Mhu05Cg06670,7.96943,2.33333,7.84316
Mhu05Ag08020_Mhu05Bg05570_Mhu05Cg06750,14.8074,8.82383,7.76952
Mhu05Ag08130_Mhu05Bg05500_Mhu05Cg06810,2.33333,3.24307,5.09748
Mhu05Ag08140_Mhu05Bg05490_Mhu05Cg06820,3.56158,3.71961,3.51191
Mhu05Ag08150_Mhu05Bg05480_Mhu05Cg06830,2.82365,3.22074,2.62072
Mhu05Ag08160_Mhu05Bg05470_Mhu05Cg06840,19.3217,2.33333,17.221
Mhu05Ag08190_Mhu05Bg05440_Mhu05Cg06860,55.0496,19.2815,50.5339
Mhu05Ag08210_Mhu05Bg05420_Mhu05Cg06870,11.6575,32.2059,22.4109
Mhu05Ag08540_Mhu05Bg05160_Mhu05Cg07110,11.7415,2.63669,2.33333
Mhu05Ag08560_Mhu05Bg05140_Mhu05Cg07120,9.33218,2.33333,3.10914
Mhu05Ag08580_Mhu05Bg05120_Mhu05Cg07150,7.8998,7.20282,2.33333
Mhu05Ag08660_Mhu05Bg05090_Mhu05Cg07210,4.42166,6.92743,8.74242
Mhu05Ag08700_Mhu05Bg05070_Mhu05Cg07240,4.7001,2.33333,2.33333
Mhu05Ag08750_Mhu05Bg05010_Mhu05Cg07270,2.33333,2.33333,2.33333
Mhu05Ag08910_Mhu05Bg04940_Mhu05Cg07320,8.35855,7.2293,4.33606
Mhu05Ag08970_Mhu05Bg04900_Mhu05Cg07330,2.33333,2.33333,3.49995
Mhu05Ag09050_Mhu05Bg04780_Mhu05Cg07440,14.6318,16.4556,12.9932
Mhu05Ag09070_Mhu05Bg04750_Mhu05Cg07480,2.33333,15.2817,2.33333
Mhu05Ag09090_Mhu05Bg04740_Mhu05Cg07490,2.33333,2.33333,2.33333
Mhu05Ag09110_Mhu05Bg04700_Mhu05Cg07530,2.5869,2.33333,2.33333
Mhu05Ag09140_Mhu05Bg04650_Mhu05Cg07600,2.33333,3.47117,15.1468
Mhu05Ag09150_Mhu05Bg04640_Mhu05Cg07610,4.04382,4.1982,3.56863
Mhu05Ag09170_Mhu05Bg04630_Mhu05Cg07630,6.53403,11.4033,20.9762
Mhu05Ag09270_Mhu05Bg04490_Mhu05Cg07710,4.4942,4.49496,7.28131
Mhu05Ag09290_Mhu05Bg04460_Mhu05Cg07730,3.18084,2.82664,2.80836
Mhu05Ag09430_Mhu05Bg04340_Mhu05Cg07880,7.63821,20.3336,6.64924
Mhu05Ag09440_Mhu05Bg04330_Mhu05Cg07900,10.7864,3.26638,6.15912
Mhu05Ag09480_Mhu05Bg04300_Mhu05Cg07920,15.8496,10.071,10.0674
Mhu05Ag09530_Mhu05Bg04260_Mhu05Cg07950,3.91741,4.76542,2.33333
Mhu05Ag09540_Mhu05Bg04250_Mhu05Cg07960,81.2844,8.59862,44.0558
Mhu05Ag09630_Mhu05Bg04140_Mhu05Cg08040,6.90358,6.68226,16.4099
Mhu05Ag09640_Mhu05Bg04130_Mhu05Cg08080,14.752,41.6765,18.0917
Mhu05Ag09740_Mhu05Bg04070_Mhu05Cg08170,7.56626,2.33333,10.2456
Mhu05Ag09790_Mhu05Bg04020_Mhu05Cg08220,61.0418,7.21898,20.5823
Mhu05Ag09810_Mhu05Bg04000_Mhu05Cg08230,5.66051,12.9372,2.6182
Mhu05Ag09860_Mhu05Bg03930_Mhu05Cg08280,2.33333,9.05496,2.74343
Mhu05Ag09870_Mhu05Bg03920_Mhu05Cg08290,4.73753,100.542,52.6089
Mhu05Ag09890_Mhu05Bg03900_Mhu05Cg08300,5.27452,2.33333,6.89297
Mhu05Ag09970_Mhu05Bg03820_Mhu05Cg08380,2.33333,2.35931,2.33333
Mhu05Ag10170_Mhu05Bg03720_Mhu05Cg08440,6.13746,17.8427,25.0419
Mhu05Ag10270_Mhu05Bg03610_Mhu05Cg08540,2.33333,2.33333,2.33333
Mhu05Ag10300_Mhu05Bg03560_Mhu05Cg08600,86.206,115.501,87.8669
Mhu05Ag10310_Mhu05Bg03550_Mhu05Cg08610,2.72075,2.33333,2.33333
Mhu05Ag10330_Mhu05Bg03490_Mhu05Cg08670,10.2187,9.5814,18.1753
Mhu05Ag10350_Mhu05Bg03450_Mhu05Cg08690,7.09887,2.33333,3.04435
Mhu05Ag10400_Mhu05Bg03380_Mhu05Cg08820,15.118,6.75889,17.5948
Mhu05Ag10410_Mhu05Bg03370_Mhu05Cg08810,14.486,13.4441,7.10459
Mhu05Ag10470_Mhu05Bg03330_Mhu05Cg08750,3.09611,3.27125,2.56519
Mhu05Ag10490_Mhu05Bg03290_Mhu05Cg08850,2.33333,2.33333,3.40916
Mhu05Ag10510_Mhu05Bg03280_Mhu05Cg08860,12.6212,17.7461,5.45915
Mhu05Ag10540_Mhu05Bg03240_Mhu05Cg08870,5.01519,9.33008,5.82142
Mhu05Ag10560_Mhu05Bg03230_Mhu05Cg08890,2.33333,2.92468,2.51028
Mhu05Ag10610_Mhu05Bg03170_Mhu05Cg08910,2.33333,2.33333,2.33333
Mhu05Ag10630_Mhu05Bg03140_Mhu05Cg08930,2.33333,2.33333,2.33333
Mhu05Ag10820_Mhu05Bg02580_Mhu05Cg09080,14.5992,3.2041,41.6341
