Triads,TPMA,TPMB,TPMC
Mhu02Ag06150_Mhu02Bg11740_Mhu02Cg05890,4.25035,7.47646,3.10188
Mhu02Ag06180_Mhu02Bg11700_Mhu02Cg05910,37.51,13.2524,2.33333
Mhu02Ag06190_Mhu02Bg11690_Mhu02Cg05920,2.33333,2.56363,2.54465
Mhu02Ag06290_Mhu02Bg11620_Mhu02Cg05960,12.2138,79.7202,46.4207
Mhu02Ag06320_Mhu02Bg11590_Mhu02Cg05980,33.0727,12.3022,5.15769
Mhu02Ag06500_Mhu02Bg11440_Mhu02Cg06060,4.86982,8.6135,6.19539
Mhu02Ag06540_Mhu02Bg11400_Mhu02Cg06080,2.33333,2.33333,2.33333
Mhu02Ag06670_Mhu02Bg11290_Mhu02Cg06190,2.33333,66.1306,49.8384
Mhu02Ag06720_Mhu02Bg11240_Mhu02Cg06220,90.0503,5.03377,3.06651
Mhu02Ag06740_Mhu02Bg11230_Mhu02Cg06230,2.33333,4.2666,4.36416
Mhu02Ag06750_Mhu02Bg11220_Mhu02Cg06240,2.50203,4.7965,11.8886
Mhu02Ag06800_Mhu02Bg11180_Mhu02Cg06300,48.5544,29.253,38.6408
Mhu02Ag06810_Mhu02Bg11170_Mhu02Cg06320,3.7491,2.43747,3.42847
Mhu02Ag06820_Mhu02Bg11160_Mhu02Cg06330,20.9804,4.39038,23.8609
Mhu02Ag06840_Mhu02Bg11140_Mhu02Cg06340,26.6677,3.04579,5.35632
Mhu02Ag06870_Mhu02Bg11120_Mhu02Cg06360,3.05841,2.33333,6.27178
Mhu02Ag06990_Mhu02Bg11040_Mhu02Cg06390,3.91262,16.1309,4.70297
Mhu02Ag07220_Mhu02Bg10920_Mhu02Cg06490,3.71892,3.20262,3.83396
Mhu02Ag07250_Mhu02Bg10900_Mhu02Cg06530,16.1565,12.8951,10.2334
Mhu02Ag07330_Mhu02Bg10800_Mhu02Cg06640,6.54618,20.2268,18.5983
Mhu02Ag07370_Mhu02Bg10760_Mhu02Cg06690,13.9379,2.33333,13.7709
Mhu02Ag07390_Mhu02Bg10750_Mhu02Cg06700,8.63441,17.0634,7.59688
Mhu02Ag07410_Mhu02Bg10720_Mhu02Cg06720,4.46035,2.33333,6.41789
Mhu02Ag07470_Mhu02Bg10670_Mhu02Cg06760,15.4516,10.1981,13.9634
Mhu02Ag07520_Mhu02Bg10630_Mhu02Cg06800,20.3057,2.33333,33.2062
Mhu02Ag07540_Mhu02Bg10610_Mhu02Cg06810,8.83246,15.2219,5.71592
Mhu02Ag07660_Mhu02Bg10490_Mhu02Cg06900,45.5578,37.4902,103.267
Mhu02Ag07720_Mhu02Bg10440_Mhu02Cg07020,8.53522,2.33333,4.75454
Mhu02Ag07750_Mhu02Bg10430_Mhu02Cg07040,5.75891,7.24571,12.3052
Mhu02Ag07790_Mhu02Bg10350_Mhu02Cg07080,27.7171,50.1708,32.8657
Mhu02Ag07800_Mhu02Bg10340_Mhu02Cg07090,3.14646,3.31124,10.0407
Mhu02Ag07850_Mhu02Bg10290_Mhu02Cg07170,2.33333,2.33333,2.33333
Mhu02Ag07910_Mhu02Bg10170_Mhu02Cg07190,7.95757,9.53699,6.65582
Mhu02Ag07990_Mhu02Bg10120_Mhu02Cg07300,3.83131,7.04615,2.4114
Mhu02Ag08010_Mhu02Bg10080_Mhu02Cg07330,4.80921,9.22083,3.6905
Mhu02Ag08070_Mhu02Bg10010_Mhu02Cg07420,35.8391,16.9719,18.8048
Mhu02Ag08110_Mhu02Bg10000_Mhu02Cg07450,13.447,5.7971,9.86723
Mhu02Ag08320_Mhu02Bg09870_Mhu02Cg07600,23.657,18.5491,9.43601
Mhu02Ag08400_Mhu02Bg09720_Mhu02Cg07740,2.33333,2.33333,2.33333
Mhu02Ag08440_Mhu02Bg09660_Mhu02Cg07770,2.91933,3.55839,12.7704
Mhu02Ag08560_Mhu02Bg09510_Mhu02Cg07860,18.5978,23.9031,14.4231
Mhu02Ag08580_Mhu02Bg09500_Mhu02Cg07880,41.5649,16.8917,14.0471
Mhu02Ag08590_Mhu02Bg09470_Mhu02Cg07890,2.33333,2.33333,8.88806
Mhu02Ag08600_Mhu02Bg09460_Mhu02Cg07920,138.545,4.98782,32.1506
Mhu02Ag08670_Mhu02Bg09380_Mhu02Cg07990,21.179,17.0498,5.61848
Mhu02Ag08680_Mhu02Bg09360_Mhu02Cg08020,7.36266,16.7372,9.823
Mhu02Ag08790_Mhu02Bg09270_Mhu02Cg08070,3.828,2.33333,3.38726
Mhu02Ag08860_Mhu02Bg09210_Mhu02Cg08110,4.16236,4.63746,4.5119
Mhu02Ag08870_Mhu02Bg09200_Mhu02Cg08120,3.05689,3.97018,3.13925
Mhu02Ag08950_Mhu02Bg09110_Mhu02Cg08220,6.43982,2.33333,6.67889
Mhu02Ag09050_Mhu02Bg09010_Mhu02Cg08270,6.3647,4.1498,9.27723
Mhu02Ag09080_Mhu02Bg08490_Mhu02Cg08290,2.33333,2.33333,2.33333
Mhu02Ag09130_Mhu02Bg08520_Mhu02Cg08330,2.33333,2.33333,2.33333
Mhu02Ag09180_Mhu02Bg08540_Mhu02Cg08360,8.98374,10.8665,8.03964
Mhu02Ag09190_Mhu02Bg08550_Mhu02Cg08370,7.94815,8.76227,4.18869
Mhu02Ag09200_Mhu02Bg08560_Mhu02Cg08380,22.4912,69.835,30.0523
Mhu02Ag09220_Mhu02Bg08590_Mhu02Cg08400,21.1895,2.33333,41.1016
Mhu02Ag09390_Mhu02Bg08800_Mhu02Cg15510,2.33333,2.4788,2.33333
Mhu02Ag09410_Mhu02Bg08820_Mhu02Cg15490,3.45991,4.29734,3.58266
Mhu02Ag09450_Mhu02Bg08850_Mhu02Cg15430,2.33333,2.59746,2.33333
Mhu02Ag09460_Mhu02Bg08860_Mhu02Cg15410,3.39983,8.94956,3.35675
Mhu02Ag09480_Mhu02Bg08880_Mhu02Cg15400,3.13487,6.38292,2.49236
Mhu02Ag09600_Mhu02Bg08970_Mhu02Cg15230,3.0746,2.64195,4.06898
Mhu02Ag09610_Mhu02Bg08990_Mhu02Cg15220,2.33333,2.66147,2.33333
Mhu02Ag09660_Mhu02Bg08410_Mhu02Cg15130,13.4447,18.5259,18.3001
Mhu02Ag09680_Mhu02Bg08360_Mhu02Cg15170,2.45696,19.604,8.36112
Mhu02Ag09750_Mhu02Bg08250_Mhu02Cg08520,2.67117,3.16949,2.33333
Mhu02Ag09770_Mhu02Bg08240_Mhu02Cg08540,2.33333,2.77856,2.59518
Mhu02Ag09800_Mhu02Bg08220_Mhu02Cg08560,5.59615,3.76605,2.62561
Mhu02Ag09830_Mhu02Bg08180_Mhu02Cg08580,2.33333,5.79418,2.69579
Mhu02Ag09850_Mhu02Bg08160_Mhu02Cg08590,5.86755,2.33333,2.33333
Mhu02Ag10010_Mhu02Bg08040_Mhu02Cg08730,93.5614,2.6529,2.36045
Mhu02Ag10040_Mhu02Bg08010_Mhu02Cg08740,4.63372,14.5944,6.30777
Mhu02Ag10100_Mhu02Bg07930_Mhu02Cg08810,4.90122,5.97456,3.70248
Mhu02Ag10200_Mhu02Bg07850_Mhu02Cg08870,6.54322,4.19959,6.37885
Mhu02Ag10210_Mhu02Bg07830_Mhu02Cg08880,16.1014,22.7175,7.40497
Mhu02Ag10350_Mhu02Bg07800_Mhu02Cg09250,2.33333,2.64094,2.33333
Mhu02Ag10400_Mhu02Bg07770_Mhu02Cg09240,16.9355,11.2407,34.7371
Mhu02Ag10510_Mhu02Bg07710_Mhu02Cg09150,27.9933,6.75478,96.8428
Mhu02Ag10560_Mhu02Bg07670_Mhu02Cg09120,4.88059,4.88651,2.4071
Mhu02Ag10600_Mhu02Bg07600_Mhu02Cg09110,6.14804,2.33333,7.76223
Mhu02Ag10700_Mhu02Bg07500_Mhu02Cg09040,2.75579,5.20801,2.93388
Mhu02Ag10710_Mhu02Bg07480_Mhu08Cg09510,4.85342,3.47961,2.5388
Mhu02Ag10770_Mhu02Bg07440_Mhu08Cg09500,2.33333,2.33333,2.33333
Mhu02Ag10830_Mhu02Bg07420_Mhu08Cg09490,2.74248,3.59946,11.579
Mhu02Ag10860_Mhu02Bg07360_Mhu08Cg09450,2.33333,2.49213,3.1418
Mhu02Ag10880_Mhu02Bg07310_Mhu08Cg09420,7.49637,10.2044,5.20028
Mhu02Ag11050_Mhu02Bg07180_Mhu08Cg09360,13.8285,9.01267,6.82553
Mhu02Ag11220_Mhu02Bg06980_Mhu08Cg09310,40.6962,12.184,12.2143
Mhu02Ag11330_Mhu02Bg06870_Mhu08Cg09280,13.8387,22.5953,5.98703
Mhu02Ag11800_Mhu02Bg06620_Mhu08Cg09130,2.76111,3.36229,2.33333
Mhu02Ag11810_Mhu02Bg06550_Mhu08Cg09110,2.33333,2.33333,2.33333
Mhu02Ag12460_Mhu02Bg06170_Mhu02Cg09700,2.33333,2.33333,2.33333
Mhu02Ag12480_Mhu02Bg06150_Mhu02Cg09680,13.9117,9.20048,10.9233
Mhu02Ag12510_Mhu02Bg06130_Mhu02Cg09670,11.0656,2.8082,15.3277
Mhu02Ag12740_Mhu02Bg05970_Mhu02Cg14960,2.37977,2.33333,12.8615
Mhu02Ag12780_Mhu02Bg05900_Mhu02Cg14930,14.2779,7.55493,10.6573
Mhu02Ag13310_Mhu02Bg05130_Mhu02Cg14540,27.058,12.1653,9.10127
Mhu02Ag13480_Mhu02Bg05020_Mhu02Cg14450,25.3962,33.7511,2.33333
Mhu02Ag13490_Mhu02Bg05010_Mhu02Cg14430,5.70736,2.71029,12.343
Mhu02Ag13500_Mhu02Bg05000_Mhu02Cg14420,16.5275,2.33333,2.44014
Mhu02Ag13590_Mhu02Bg04970_Mhu02Cg14400,3.4382,2.54625,3.53337
Mhu02Ag13690_Mhu02Bg04860_Mhu02Cg14280,2.33333,2.33333,2.33333
Mhu02Ag13740_Mhu02Bg04840_Mhu02Cg14240,35.6749,24.3667,26.9052
Mhu02Ag13750_Mhu02Bg04830_Mhu02Cg14230,6.38003,7.05456,6.30672
Mhu02Ag13770_Mhu02Bg04800_Mhu02Cg14210,5.19412,6.88871,3.41695
Mhu02Ag13790_Mhu02Bg04780_Mhu02Cg14190,3.86695,2.69193,8.3894
Mhu02Ag13810_Mhu02Bg04760_Mhu02Cg14170,60.2014,7.66183,6.82083
Mhu02Ag13820_Mhu02Bg04610_Mhu02Cg14160,7.96294,7.01623,7.54625
Mhu02Ag13920_Mhu02Bg04640_Mhu02Cg14060,2.51073,2.33333,2.33333
Mhu02Ag14000_Mhu02Bg04680_Mhu02Cg14000,4.5018,5.72683,6.27983
Mhu02Ag14070_Mhu02Bg04720_Mhu02Cg13930,2.64193,7.49085,12.6891
Mhu02Ag14110_Mhu02Bg04600_Mhu02Cg13880,2.33333,2.33333,2.351
Mhu02Ag14210_Mhu02Bg04530_Mhu02Cg13840,5.9018,4.34606,5.70399
Mhu02Ag14220_Mhu02Bg04520_Mhu02Cg13830,6.75393,2.34816,2.33333
Mhu02Ag14240_Mhu02Bg04510_Mhu02Cg13810,3.51688,8.19491,2.84167
Mhu02Ag14260_Mhu02Bg04490_Mhu02Cg13790,12.4756,2.82931,3.25292
Mhu02Ag14270_Mhu02Bg04440_Mhu02Cg13730,4.58505,2.33333,2.33333
Mhu02Ag14280_Mhu02Bg04410_Mhu02Cg13690,2.33333,2.33333,3.04383
Mhu02Ag14290_Mhu02Bg04340_Mhu02Cg13680,3.95872,3.01129,2.33333
Mhu02Ag14600_Mhu02Bg04260_Mhu02Cg13470,11.8303,11.7719,12.3861
Mhu02Ag14680_Mhu02Bg04220_Mhu02Cg13390,34.1567,2.33333,16.9827
Mhu02Ag14720_Mhu02Bg04190_Mhu02Cg13350,32.9397,39.1399,45.047
Mhu02Ag14740_Mhu02Bg04170_Mhu02Cg13330,33.9924,36.3721,20.0451
Mhu02Ag14750_Mhu02Bg04160_Mhu02Cg13320,36.6586,7.15677,206.168
Mhu02Ag14790_Mhu02Bg03880_Mhu02Cg13290,18.039,3.87969,7.04923
Mhu02Ag14800_Mhu02Bg03890_Mhu02Cg13280,35.4711,20.686,12.8112
Mhu02Ag14840_Mhu02Bg03900_Mhu02Cg13210,2.33333,4.01961,2.33333
Mhu02Ag14870_Mhu02Bg03930_Mhu02Cg13180,2.33333,2.77128,2.72564
Mhu02Ag14890_Mhu02Bg03940_Mhu02Cg13170,29.1275,21.8121,38.5368
Mhu02Ag15200_Mhu02Bg03760_Mhu02Cg12990,2.60981,13.7412,25.8036
Mhu02Ag15280_Mhu02Bg03710_Mhu02Cg12870,2.33333,6.40183,2.33333
Mhu02Ag15310_Mhu02Bg03690_Mhu02Cg12860,2.77193,3.04182,14.7507
Mhu02Ag15380_Mhu02Bg03650_Mhu02Cg12800,10.2105,3.19397,2.33333
Mhu02Ag15400_Mhu02Bg03640_Mhu02Cg12790,2.43675,3.45031,2.33333
Mhu02Ag15420_Mhu02Bg03630_Mhu02Cg12770,4.45251,10.8692,26.0145
Mhu02Ag15450_Mhu02Bg03610_Mhu02Cg12740,5.65256,18.1756,30.3244
Mhu02Ag15530_Mhu02Bg03570_Mhu02Cg12680,8.11474,2.33333,4.5937
Mhu02Ag15650_Mhu02Bg03500_Mhu02Cg12560,2.33333,2.33333,2.33333
Mhu02Ag15740_Mhu02Bg03430_Mhu02Cg12500,2.33333,13.2032,2.33333
Mhu02Ag15790_Mhu02Bg03400_Mhu02Cg12470,3.09267,4.94627,2.77108
Mhu02Ag15810_Mhu02Bg03360_Mhu02Cg12420,7.08516,2.92411,12.0106
Mhu02Ag15960_Mhu02Bg03290_Mhu02Cg12260,8.65619,6.94519,8.85682
Mhu02Ag15970_Mhu02Bg03270_Mhu02Cg12240,2.33333,3.71257,2.33333
Mhu02Ag16040_Mhu02Bg03150_Mhu02Cg12150,2.5366,6.0113,2.3905
Mhu02Ag16080_Mhu02Bg03100_Mhu02Cg12130,3.01143,3.70004,2.33333
Mhu02Ag16120_Mhu02Bg03080_Mhu02Cg12100,2.53055,2.42371,2.50675
Mhu02Ag16140_Mhu02Bg03030_Mhu02Cg12080,5.17335,2.39433,5.8548
Mhu02Ag16200_Mhu02Bg02990_Mhu02Cg12040,3.49814,5.78218,2.92925
Mhu02Ag16310_Mhu02Bg02860_Mhu02Cg11950,40.3318,8.20571,39.5351
Mhu02Ag16320_Mhu02Bg02850_Mhu02Cg11940,2.85839,2.33333,9.75469
Mhu02Ag16350_Mhu02Bg02840_Mhu02Cg11910,10.8878,4.0039,6.38002
Mhu02Ag16380_Mhu02Bg02820_Mhu02Cg11880,223.302,12.3662,665.273
Mhu02Ag16640_Mhu02Bg02590_Mhu02Cg11670,2.33333,2.33333,2.33333
Mhu02Ag16850_Mhu02Bg02390_Mhu02Cg11500,9.17175,3.65225,28.9671
Mhu02Ag16900_Mhu02Bg02310_Mhu02Cg11440,8.34583,10.7365,6.21519
Mhu02Ag17000_Mhu02Bg02170_Mhu02Cg11220,2.33333,2.707,2.33333
Mhu02Ag17050_Mhu02Bg02220_Mhu02Cg11310,6.57269,3.90821,42.0073
Mhu02Ag17290_Mhu02Bg01910_Mhu02Cg10990,2.33333,2.43662,2.36961
Mhu02Ag17300_Mhu02Bg01880_Mhu02Cg10960,20.3645,18.1948,8.37229
Mhu02Ag17480_Mhu02Bg01770_Mhu02Cg10900,6.37157,8.5065,13.2973
Mhu02Ag17570_Mhu02Bg01690_Mhu02Cg10810,2.33333,2.33333,2.33333
Mhu02Ag17670_Mhu02Bg01620_Mhu02Cg10740,4.50726,16.8304,28.9857
Mhu02Ag17680_Mhu02Bg01610_Mhu02Cg10730,8.26431,5.51037,7.85872
Mhu02Ag17760_Mhu02Bg01530_Mhu02Cg10670,7.72757,21.4117,13.9308
Mhu02Ag17790_Mhu02Bg01460_Mhu02Cg10640,3.28599,14.1072,2.34171
Mhu02Ag17810_Mhu02Bg01450_Mhu02Cg10630,7.28859,6.62683,7.57921
Mhu02Ag17860_Mhu02Bg01380_Mhu02Cg10580,2.33333,2.40444,2.33333
Mhu02Ag17900_Mhu02Bg01350_Mhu02Cg10570,5.91209,6.93883,7.45833
Mhu02Ag17910_Mhu02Bg01340_Mhu02Cg10560,7.62094,6.52848,2.53214
Mhu02Ag17970_Mhu02Bg01280_Mhu02Cg10500,13.1716,5.15991,22.1927
Mhu02Ag18120_Mhu02Bg01160_Mhu02Cg10390,2.33333,3.10536,2.96484
Mhu02Ag18180_Mhu02Bg01110_Mhu02Cg10330,23.3494,7.84362,9.48482
Mhu02Ag18210_Mhu02Bg01090_Mhu02Cg10320,6.71327,12.3586,4.11659
Mhu02Ag18250_Mhu02Bg01050_Mhu02Cg10240,3.93906,10.1607,7.99686
Mhu02Ag18260_Mhu02Bg01060_Mhu02Cg10230,85.7385,3.66294,2.80873
Mhu02Ag18300_Mhu02Bg00960_Mhu02Cg10210,2.33333,2.61536,2.33333
Mhu02Ag18370_Mhu02Bg01020_Mhu02Cg10160,28.7641,6.35891,113.517
Mhu02Ag18400_Mhu02Bg00910_Mhu02Cg10130,39.3169,44.9976,14.2057
Mhu02Ag18410_Mhu02Bg00900_Mhu02Cg10120,4.24269,2.33333,2.33333
Mhu02Ag18430_Mhu02Bg00870_Mhu02Cg10100,10.1011,25.3205,18.7158
Mhu02Ag18550_Mhu02Bg00580_Mhu02Cg09730,3.9377,4.442,2.50791
Mhu02Ag18600_Mhu02Bg00620_Mhu02Cg09820,15.1169,4.594,11.8567
Mhu02Ag18620_Mhu02Bg00640_Mhu02Cg09870,1962.82,292.229,206.969
Mhu02Ag18690_Mhu02Bg00730_Mhu02Cg09950,12.9613,21.5053,12.0471
Mhu02Ag18720_Mhu02Bg00770_Mhu02Cg10010,13.1139,24.8426,6.05907
Mhu02Ag18750_Mhu02Bg00460_Mhu02Cg09480,2.54319,3.68486,3.81139
Mhu02Ag18930_Mhu02Bg00330_Mhu02Cg09350,87.0368,36.6748,96.407
Mhu02Ag18960_Mhu02Bg00290_Mhu02Cg08960,5.07951,32.4854,7.48829
Mhu02Ag18980_Mhu02Bg00280_Mhu02Cg08980,17.9921,13.1716,32.9375
Mhu02Ag19050_Mhu02Bg00230_Mhu08Cg09540,15.6059,3.8057,7.57125
Mhu02Ag19060_Mhu02Bg00210_Mhu08Cg09560,5.95808,6.16187,7.51051
Mhu02Ag19100_Mhu02Bg00200_Mhu08Cg09580,2.33333,2.44239,3.26248
Mhu02Ag19240_Mhu02Bg00040_Mhu08Cg09710,9.36194,9.40797,10.3746
Mhu03Ag00210_Mhu03Bg22210_Mhu10Cg00070,2.33333,2.33333,2.33333
Mhu03Ag00220_Mhu03Bg22200_Mhu10Cg00080,6.51471,6.56875,7.29857
Mhu03Ag00290_Mhu03Bg22170_Mhu10Cg00120,6.6897,6.03153,3.82016
Mhu03Ag00320_Mhu03Bg22140_Mhu10Cg00150,2.53671,2.33333,2.4636
Mhu03Ag00350_Mhu03Bg22130_Mhu10Cg00170,8.55671,5.82137,6.22119
Mhu03Ag00370_Mhu03Bg22080_Mhu10Cg00200,9.71404,10.8638,10.0349
Mhu03Ag00390_Mhu03Bg22060_Mhu10Cg00220,9.14066,3.75647,4.66387
Mhu03Ag00490_Mhu03Bg22030_Mhu10Cg00310,2.33333,35.2412,2.33333
Mhu03Ag00530_Mhu03Bg21950_Mhu10Cg00360,5.5353,2.47683,3.69075
Mhu03Ag00550_Mhu03Bg21940_Mhu10Cg00370,6.14736,10.3138,9.86455
Mhu03Ag00600_Mhu03Bg21870_Mhu10Cg00390,9.76133,7.86752,6.31201
Mhu03Ag00650_Mhu03Bg21820_Mhu10Cg00450,2.8533,2.38652,2.33333
Mhu03Ag00750_Mhu03Bg21730_Mhu10Cg00580,13.1362,12.7182,122.398
Mhu03Ag00770_Mhu03Bg21710_Mhu10Cg00630,9.38471,7.05834,6.8377
Mhu03Ag00850_Mhu03Bg21660_Mhu10Cg00670,2.88673,2.33333,3.4868
Mhu03Ag00960_Mhu03Bg21610_Mhu10Cg00790,2.33333,2.46861,2.33333
Mhu03Ag00980_Mhu03Bg21580_Mhu10Cg00800,2.33333,2.33333,3.74101
Mhu03Ag00990_Mhu03Bg21570_Mhu10Cg00810,2.95662,2.33333,2.68634
Mhu03Ag01010_Mhu03Bg21560_Mhu10Cg00830,15.0086,5.66149,4.7876
Mhu03Ag01020_Mhu03Bg21550_Mhu10Cg00840,5.82019,3.84432,10.3091
Mhu03Ag01030_Mhu03Bg21540_Mhu10Cg00850,4.46998,3.87975,5.26063
Mhu03Ag01060_Mhu03Bg21490_Mhu10Cg00900,4.16939,19.0725,5.13755
Mhu03Ag01070_Mhu03Bg21480_Mhu10Cg00910,2.33333,2.33333,2.33333
Mhu03Ag01090_Mhu03Bg21470_Mhu10Cg00930,60.8811,2.55505,13.0422
Mhu03Ag01150_Mhu03Bg21420_Mhu10Cg00990,5.68999,3.98253,12.4373
Mhu03Ag01170_Mhu03Bg21410_Mhu10Cg01010,9.98697,8.97692,21.0684
Mhu03Ag01180_Mhu03Bg21400_Mhu10Cg01020,18.1328,15.3303,44.7359
Mhu03Ag01230_Mhu03Bg21350_Mhu10Cg01120,9.53788,3.52014,10.2932
Mhu03Ag01250_Mhu03Bg21330_Mhu10Cg01130,8.04105,2.33333,15.185
Mhu03Ag01260_Mhu03Bg21320_Mhu10Cg01140,19.9113,6.31123,2.63343
Mhu03Ag01270_Mhu03Bg21310_Mhu10Cg01150,7.74817,3.51976,7.43259
Mhu03Ag01300_Mhu03Bg21290_Mhu10Cg01170,2.33333,2.33333,2.33333
Mhu03Ag01320_Mhu03Bg21270_Mhu10Cg01180,9.34547,2.59053,4.10439
Mhu03Ag01360_Mhu03Bg21240_Mhu10Cg01200,2.33333,2.33333,2.33333
Mhu03Ag01380_Mhu03Bg21220_Mhu10Cg01220,2.33333,2.39582,3.94852
Mhu03Ag01420_Mhu03Bg21150_Mhu10Cg01270,8.39275,21.7296,16.2529
Mhu03Ag01440_Mhu03Bg21130_Mhu10Cg01280,3.92879,4.31189,2.62278
Mhu03Ag01450_Mhu03Bg21120_Mhu10Cg01290,4.29958,2.60946,12.6564
Mhu03Ag01480_Mhu03Bg21050_Mhu10Cg01340,14.6567,14.5628,36.3218
Mhu03Ag01500_Mhu03Bg21030_Mhu10Cg01350,2.59392,9.75191,2.41007
Mhu03Ag01510_Mhu03Bg21020_Mhu10Cg01370,2.33333,2.33333,2.33333
Mhu03Ag01530_Mhu03Bg21000_Mhu10Cg01400,8.79155,8.10776,12.0479
Mhu03Ag01550_Mhu03Bg20990_Mhu10Cg01410,2.33333,2.33333,2.52574
Mhu03Ag01570_Mhu03Bg20980_Mhu10Cg01430,5.17719,4.25567,6.52816
Mhu03Ag01590_Mhu03Bg20950_Mhu10Cg01450,14.9795,5.35949,21.6328
Mhu03Ag01610_Mhu03Bg20930_Mhu10Cg01460,13.8913,17.9735,15.1573
Mhu03Ag01650_Mhu03Bg20900_Mhu10Cg01490,3.38065,7.62981,10.5018
Mhu03Ag01690_Mhu03Bg20860_Mhu10Cg01540,36.7598,4.91691,30.2443
Mhu03Ag01820_Mhu03Bg20710_Mhu06Cg05050,4.31005,5.34911,26.0493
Mhu03Ag01830_Mhu03Bg20690_Mhu06Cg05060,26.5309,13.1484,82.8208
Mhu03Ag01880_Mhu03Bg20580_Mhu06Cg05120,7.70656,13.8293,6.57258
Mhu03Ag01900_Mhu03Bg20600_Mhu06Cg05140,2.82404,2.33333,2.45722
Mhu03Ag01930_Mhu03Bg20550_Mhu06Cg05180,2.3525,20.8591,7.228
Mhu03Ag02020_Mhu03Bg20430_Mhu06Cg05290,2.33333,2.33333,2.33333
Mhu03Ag02060_Mhu03Bg20370_Mhu06Cg05370,43.1526,6.72664,7.68857
Mhu03Ag02070_Mhu03Bg20360_Mhu06Cg05380,2.33333,3.32594,6.18413
Mhu03Ag02100_Mhu03Bg20330_Mhu06Cg05450,4.27354,2.33333,3.0513
Mhu03Ag02130_Mhu03Bg20310_Mhu06Cg05440,3.05103,2.52072,2.33333
Mhu03Ag02140_Mhu03Bg20220_Mhu06Cg05540,21.1956,42.0134,10.8973
Mhu03Ag02170_Mhu03Bg20200_Mhu06Cg05580,73.0047,187.229,93.6605
Mhu03Ag02230_Mhu03Bg20180_Mhu06Cg05650,3.85416,2.80775,3.81375
Mhu03Ag02250_Mhu03Bg20150_Mhu06Cg05680,3.08005,2.9927,3.69762
Mhu03Ag02260_Mhu03Bg20140_Mhu06Cg05690,2.33333,2.33333,2.33333
Mhu03Ag02300_Mhu03Bg20100_Mhu06Cg05740,3.16524,2.33333,2.65817
Mhu03Ag02310_Mhu03Bg20090_Mhu06Cg05750,2.56455,2.33333,4.40576
Mhu03Ag02420_Mhu03Bg20000_Mhu06Cg05880,19.1926,18.3289,15.9366
Mhu03Ag02450_Mhu03Bg19960_Mhu06Cg05960,2.86876,5.319,6.38808
Mhu03Ag02470_Mhu03Bg19930_Mhu06Cg05970,2.33333,2.33333,2.33333
Mhu03Ag02530_Mhu03Bg19870_Mhu06Cg06010,40.0883,53.2218,85.7101
Mhu03Ag02560_Mhu03Bg19830_Mhu06Cg06030,2.33333,2.33333,2.83379
Mhu03Ag02580_Mhu03Bg19810_Mhu06Cg06050,11.2235,132.18,4.58895
Mhu03Ag02610_Mhu03Bg19780_Mhu06Cg06110,2.34321,2.33333,2.33333
Mhu03Ag02620_Mhu03Bg19770_Mhu06Cg06120,37.9637,16.9287,51.9793
Mhu03Ag02690_Mhu03Bg19720_Mhu06Cg06170,2.33333,2.33333,2.33333
Mhu03Ag02730_Mhu03Bg19710_Mhu06Cg06190,2.49414,3.56831,2.33333
Mhu03Ag02810_Mhu03Bg19620_Mhu06Cg06290,5.29627,7.101,15.2735
Mhu03Ag02820_Mhu03Bg19610_Mhu06Cg06300,2.33333,3.29614,2.33333
Mhu03Ag02890_Mhu03Bg19540_Mhu06Cg06380,2.4428,2.82888,2.62051
Mhu03Ag02940_Mhu03Bg19520_Mhu06Cg06460,13.7397,2.33333,4.7295
Mhu03Ag03000_Mhu03Bg19450_Mhu06Cg06560,20.391,13.4037,23.8355
Mhu03Ag03020_Mhu03Bg19440_Mhu06Cg06570,37.2751,2.41109,5.12911
Mhu03Ag03040_Mhu03Bg19430_Mhu06Cg06600,18.4901,16.7576,18.4886
Mhu03Ag03050_Mhu03Bg19420_Mhu06Cg06610,6.04423,2.33333,55.7547
Mhu03Ag03060_Mhu03Bg19410_Mhu06Cg06620,2.7864,2.33333,2.33333
Mhu03Ag03090_Mhu03Bg19380_Mhu06Cg06660,28.1954,6.5863,10.9952
Mhu03Ag03130_Mhu03Bg19350_Mhu06Cg06750,7.0361,2.82127,3.34009
Mhu03Ag03160_Mhu03Bg19330_Mhu06Cg06760,2.33333,3.8013,2.33333
Mhu03Ag03180_Mhu03Bg19310_Mhu06Cg06780,10.1046,7.20596,11.0208
Mhu03Ag03190_Mhu03Bg19290_Mhu06Cg06800,56.6271,7.74195,35.7242
Mhu03Ag03220_Mhu03Bg19280_Mhu06Cg06830,2.47837,6.06177,2.56115
Mhu03Ag03230_Mhu03Bg19240_Mhu06Cg06860,2.33333,2.33333,2.33333
Mhu03Ag03250_Mhu03Bg19260_Mhu06Cg06850,3.52962,2.33333,3.94504
Mhu03Ag03260_Mhu03Bg19270_Mhu06Cg06840,37.811,14.3359,2.77321
Mhu03Ag03280_Mhu03Bg19160_Mhu06Cg06960,4.71409,7.46162,10.8283
Mhu03Ag03350_Mhu03Bg19140_Mhu06Cg06990,41.2806,28.2512,41.7178
Mhu03Ag03360_Mhu03Bg19130_Mhu06Cg07000,46.7454,53.5684,14.3822
Mhu03Ag03370_Mhu03Bg19120_Mhu06Cg07010,2.33333,2.33333,2.33333
Mhu03Ag03400_Mhu03Bg19050_Mhu06Cg07080,21.6842,43.3286,4.74274
